,TP9,AF7,AF8,TP10,Right AUX,timestamps
394,-43.457,-40.527,-30.273,-46.387,0.000,1659355777.606
395,-34.668,-39.062,-26.855,-38.574,0.000,1659355777.609
396,-29.785,-42.480,-31.250,-31.738,0.000,1659355777.615
397,-37.109,-44.434,-35.156,-23.438,0.000,1659355777.619
398,-49.805,-41.992,-32.227,-34.180,0.000,1659355777.623
399,-38.086,-39.062,-29.785,-37.109,0.000,1659355777.626
400,-31.738,-36.621,-26.855,-18.555,0.000,1659355777.630
401,-40.527,-40.527,-25.879,-18.066,0.000,1659355777.634
402,-36.133,-46.875,-31.250,-32.227,0.000,1659355777.637
403,-26.855,-42.969,-35.645,-22.461,0.000,1659355777.641
404,-35.645,-37.109,-36.133,-27.344,0.000,1659355777.645
405,-48.340,-34.668,-29.297,-37.598,0.000,1659355777.649
406,-55.176,-36.133,-25.879,-37.109,0.000,1659355777.652
407,-48.340,-35.156,-28.320,-37.598,0.000,1659355777.656
408,-24.414,-27.832,-25.391,-26.855,0.000,1659355777.662
409,-19.531,-24.902,-25.391,-17.090,0.000,1659355777.666
410,-31.250,-34.180,-29.297,-20.996,0.000,1659355777.669
411,-43.945,-39.062,-32.227,-27.832,0.000,1659355777.673
412,-30.762,-24.902,-30.273,-17.578,0.000,1659355777.677
413,-25.879,-22.461,-31.738,-15.137,0.000,1659355777.680
414,-22.949,-28.809,-31.250,-22.461,0.000,1659355777.684
415,-12.695,-30.762,-27.832,-22.461,0.000,1659355777.688
416,-20.996,-22.949,-31.250,-28.809,0.000,1659355777.692
417,-33.691,-18.555,-30.273,-31.250,0.000,1659355777.695
